secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
3818,74,119,29.0734,30.996,0,191,9.2,-5.43666475,36.25918985,0,0.00640942,-255,0,-255,0,0,0,0,0,0,0,0
3819,74,119,29.0819,30.8016,0,183,9,-5.43664849,36.25926579,0,0.00372221,-255,0,-255,0,0,0,0,0,0,0,0
3820,74,119,29.0906,30.9816,0,192,9,-5.43663450,36.25934282,0,0.231531,-255,0,-255,0,0,0,0,0,0,0,0
3821,74,119,29.0991,30.5604,0,195,8.8,-5.43661966,36.25941910,0,-0.00209904,-255,0,-255,0,0,0,0,0,0,0,0
3822,73,119,29.1077,30.7728,0,196,9,-5.43660709,36.25949529,0,0.465166,-255,0,-255,0,0,0,0,0,0,0,0
3823,73,119,29.1163,30.7764,0,197,9,-5.43659594,36.25957257,0,0.234483,-255,0,-255,0,0,0,0,0,0,0,0
3824,73,119,29.1249,30.9348,0,204,9.2,-5.43658161,36.25964910,0,0.467316,-255,0,-255,0,0,0,0,0,0,0,0
3825,73,120,29.1335,30.87,0,200,9.2,-5.43656719,36.25972579,0,0.236113,-255,0,-255,0,0,0,0,0,0,0,0
3826,73,120,29.1422,30.6936,0,200,9,-5.43655462,36.25980366,0,0.00651696,-255,0,-255,0,0,0,0,0,0,0,0
3827,74,120,29.1509,30.834,0,187,9,-5.43654322,36.25988186,0,0.00651696,-255,0,-255,0,0,0,0,0,0,0,0
3828,74,119,29.1594,30.9348,0,187,9.2,-5.43653014,36.25995755,0,0.00624507,-255,0,-255,0,0,0,0,0,0,0,0
3829,73,119,29.168,31.158,0,199,9.4,-5.43651723,36.26003441,0,0.472179,-255,0,-255,0,0,0,0,0,0,0,0
3830,75,118,29.1767,31.2048,0,212,9.4,-5.43650609,36.26011169,0,0.472179,-255,0,-255,0,0,0,0,0,0,0,0
3831,75,118,29.1854,31.392,0,202,9.6,-5.43649452,36.26018939,0,0.935974,-255,0,-255,0,0,0,0,0,0,0,0
3832,73,118,29.1941,31.1688,0,200,9.4,-5.43648404,36.26026802,0,0.473479,-255,0,-255,0,0,0,0,0,0,0,0
3833,74,118,29.2027,31.0356,0,206,9.2,-5.43647423,36.26034513,0,0.241174,-255,0,-255,0,0,0,0,0,0,0,0
3834,74,119,29.2114,31.374,0,205,9,-5.43646409,36.26042300,0,-0.22203,-255,0,-255,0,0,0,0,0,0,0,0
3835,74,119,29.2199,30.528,0,201,9,-5.43645613,36.26049944,0,-0.22203,-255,0,-255,0,0,0,0,0,0,0,0
3836,74,118,29.2285,30.8952,0,191,9.2,-5.43644682,36.26057681,0,0.239345,-255,0,-255,0,0,0,0,0,0,0,0
3837,74,118,29.2372,30.9276,0,187,9.2,-5.43643635,36.26065434,0,0.239345,-255,0,-255,0,0,0,0,0,0,0,0
3838,74,117,29.2459,30.78,0,182,9,-5.43642671,36.26073212,0,-0.227173,-255,0,-255,0,0,0,0,0,0,0,0
3839,73,117,29.2544,30.888,0,182,9,-5.43641849,36.26080865,0,-0.459477,-255,0,-255,0,0,0,0,0,0,0,0
3840,74,117,29.2628,30.69,0,185,9,-5.43640693,36.26088392,0,-0.459477,-255,0,-255,0,0,0,0,0,0,0,0
3841,73,117,29.2712,30.5136,0,193,9.2,-5.43639829,36.26095894,0,-0.450725,-255,0,-255,0,0,0,0,0,0,0,0
3842,73,117,29.2797,30.8196,0,197,9.2,-5.43639075,36.26103572,0,-0.222662,-255,0,-255,0,0,0,0,0,0,0,0
3843,73,118,29.2883,31.0536,0,190,9.2,-5.43638086,36.26111291,0,0.00964269,-255,0,-255,0,0,0,0,0,0,0,0
3844,73,118,29.2971,31.0824,0,181,9.2,-5.43637197,36.26119145,0,0.240014,-255,0,-255,0,0,0,0,0,0,0,0
3845,73,118,29.3058,31.4172,0,181,9.2,-5.43636317,36.26126974,0,0.240014,-255,0,-255,0,0,0,0,0,0,0,0
3846,74,118,29.3145,31.2912,0,184,9.2,-5.43635270,36.26134786,0,0.00823481,-255,0,-255,0,0,0,0,0,0,0,0
3847,74,118,29.3233,31.2156,0,184,9.2,-5.43634155,36.26142648,0,0.00823481,-255,0,-255,0,0,0,0,0,0,0,0
3848,74,118,29.3319,31.0392,0,184,9,-5.43632830,36.26150351,0,0.00745266,-255,0,-255,0,0,0,0,0,0,0,0
3849,74,119,29.3406,31.2948,0,187,9,-5.43631280,36.26158079,0,0.00745266,-255,0,-255,0,0,0,0,0,0,0,0
3850,72,119,29.3493,30.96,0,211,9.2,-5.43629587,36.26165732,0,0.239442,-255,0,-255,0,0,0,0,0,0,0,0
3851,75,119,29.3576,30.5496,0,230,9.2,-5.43627759,36.26173150,0,0.000524387,-255,0,-255,0,0,0,0,0,0,0,0
3852,73,119,29.3662,30.7944,0,209,9.2,-5.43625672,36.26180652,0,0.000524387,-255,0,-255,0,0,0,0,0,0,0,0
3853,73,119,29.3746,30.3336,0,212,9.2,-5.43623434,36.26188011,0,0.000524387,-255,0,-255,0,0,0,0,0,0,0,0
3854,71,119,29.383,30.3588,0,203,9.2,-5.43621029,36.26195303,0,0.000524387,-255,0,-255,0,0,0,0,0,0,0,0
3855,72,120,29.3913,29.9412,0,202,9.2,-5.43618506,36.26202528,0,0.000524387,-255,0,-255,0,0,0,0,0,0,0,0
3856,72,120,29.3996,29.898,0,208,9.4,-5.43615907,36.26209728,0,0.2409,-255,0,-255,0,0,0,0,0,0,0,0
3857,71,120,29.4081,30.078,0,221,9.6,-5.43613074,36.26217063,0,0.475387,-255,0,-255,0,0,0,0,0,0,0,0
3858,71,119,29.4166,29.8476,0,237,9.6,-5.43610409,36.26224346,0,0.706851,-255,0,-255,0,0,0,0,0,0,0,0
3859,71,119,29.4249,29.4984,0,223,9.6,-5.43607953,36.26231597,0,0.706851,-255,0,-255,0,0,0,0,0,0,0,0
3860,70,118,29.4332,29.6784,0,205,9.8,-5.43605162,36.26238705,0,0.716144,-255,0,-255,0,0,0,0,0,0,0,0
3861,71,118,29.4413,28.9008,0,192,9.8,-5.43602371,36.26245636,0,0.716144,-255,0,-255,0,0,0,0,0,0,0,0
3862,68,118,29.4491,28.3824,0,192,9.8,-5.43599948,36.26252392,0,0.716144,-255,0,-255,0,0,0,0,0,0,0,0
3863,69,118,29.4569,28.4472,0,199,9.8,-5.43597786,36.26259207,0,0.716144,-255,0,-255,0,0,0,0,0,0,0,0
3864,69,118,29.4647,28.4328,0,204,10,-5.43595104,36.26265904,0,0.972208,-255,0,-255,0,0,0,0,0,0,0,0
3865,68,118,29.4725,28.3104,0,204,10.2,-5.43592488,36.26272576,0,1.22962,-255,0,-255,0,0,0,0,0,0,0,0
3866,67,118,29.4802,27.9396,0,210,10.2,-5.43589932,36.26279223,0,0.989248,-255,0,-255,0,0,0,0,0,0,0,0
3867,67,119,29.4879,28.0692,0,216,10.4,-5.43587510,36.26285911,0,1.01315,-255,0,-255,0,0,0,0,0,0,0,0
3868,67,119,29.4958,28.2492,0,217,10.6,-5.43585137,36.26292718,0,1.26794,-255,0,-255,0,0,0,0,0,0,0,0
3869,67,118,29.5036,28.008,0,228,10.8,-5.43582866,36.26299532,0,1.52337,-255,0,-255,0,0,0,0,0,0,0,0
3870,67,118,29.5114,28.0476,0,229,10.6,-5.43580477,36.26306322,0,1.02666,-255,0,-255,0,0,0,0,0,0,0,0
3871,67,117,29.5193,28.0116,0,229,10.6,-5.43578105,36.26313102,0,1.02666,-255,0,-255,0,0,0,0,0,0,0,0
3872,67,117,29.5273,28.5084,0,230,10.6,-5.43576102,36.26320126,0,1.02666,-255,0,-255,0,0,0,0,0,0,0,0
3873,68,118,29.5352,28.5084,0,219,10.6,-5.43574233,36.26327092,0,1.02666,-255,0,-255,0,0,0,0,0,0,0,0
3874,68,118,29.5429,28.5552,0,209,10.8,-5.43572506,36.26333890,0,1.03069,-255,0,-255,0,0,0,0,0,0,0,0
3875,68,118,29.5508,28.7676,0,202,11,-5.43570980,36.26340922,0,1.02549,-255,0,-255,0,0,0,0,0,0,0,0
3876,69,118,29.5589,29.214,0,191,11.2,-5.43569463,36.26348088,0,1.27332,-255,0,-255,0,0,0,0,0,0,0,0
3877,70,118,29.5671,29.3796,0,187,11.2,-5.43567888,36.26355398,0,1.01493,-255,0,-255,0,0,0,0,0,0,0,0
3878,70,118,29.5756,29.8872,0,202,11.2,-5.43566823,36.26363008,0,0.760134,-255,0,-255,0,0,0,0,0,0,0,0
3879,70,118,29.584,29.9268,0,207,11,-5.43565909,36.26370510,0,0.265736,-255,0,-255,0,0,0,0,0,0,0,0
3880,71,117,29.5925,30.2256,0,207,10.8,-5.43565071,36.26378221,0,0.288329,-255,0,-255,0,0,0,0,0,0,0,0
3881,70,117,29.601,30.1464,0,179,10.8,-5.43564401,36.26385790,0,0.288329,-255,0,-255,0,0,0,0,0,0,0,0
3882,70,117,29.6093,30.0168,0,0,10.8,-5.43563386,36.26393250,0,0.288329,-255,0,-255,0,0,0,0,0,0,0,0
3883,70,116,29.6175,29.7972,0,0,10.8,-5.43562146,36.26400551,0,0.288329,-255,0,-255,0,0,0,0,0,0,0,0
3884,0,115,29.6257,30.0492,0,0,11,-5.43561283,36.26407927,0,0.271232,-255,0,-255,0,0,0,0,0,0,0,0
3885,37,116,29.6343,30.7224,0,49,10.8,-5.43560218,36.26415596,0,-0.214881,-255,0,-255,0,0,0,0,0,0,0,0
3886,74,116,29.643,31.518,0,195,10.8,-5.43558726,36.26423375,0,-0.462703,-255,0,-255,0,0,0,0,0,0,0,0
3887,74,116,29.6519,32.0472,0,205,10.6,-5.43556899,36.26431262,0,-0.687166,-255,0,-255,0,0,0,0,0,0,0,0
3888,75,116,29.6609,32.2884,0,209,10.4,-5.43554870,36.26439200,0,-0.90963,-255,0,-255,0,0,0,0,0,0,0,0
3889,76,116,29.6699,31.9788,0,197,10.2,-5.43552876,36.26447137,0,-0.893121,-255,0,-255,0,0,0,0,0,0,0,0
3890,76,115,29.6789,32.0148,0,197,9.8,-5.43550612,36.26455016,0,-1.10618,-255,0,-255,0,0,0,0,0,0,0,0
3891,76,114,29.6877,31.8996,0,196,10,-5.43548039,36.26462678,0,-0.879183,-255,0,-255,0,0,0,0,0,0,0,0
3892,75,114,29.6965,31.8096,0,196,10,-5.43545525,36.26470355,0,-0.879183,-255,0,-255,0,0,0,0,0,0,0,0
3893,75,114,29.7054,32.1336,0,196,10,-5.43542641,36.26478008,0,-0.879183,-255,0,-255,0,0,0,0,0,0,0,0
3894,76,113,29.7141,31.5936,0,196,9.8,-5.43539758,36.26485543,0,-1.35075,-255,0,-255,0,0,0,0,0,0,0,0
3895,76,113,29.7229,31.77,0,211,9.8,-5.43536606,36.26493062,0,-1.11686,-255,0,-255,0,0,0,0,0,0,0,0
3896,77,113,29.7319,32.3892,0,218,10,-5.43533337,36.26500731,0,-0.894876,-255,0,-255,0,0,0,0,0,0,0,0
3897,77,113,29.7409,31.6908,0,209,10,-5.43529415,36.26508141,0,-0.670413,-255,0,-255,0,0,0,0,0,0,0,0
3898,77,113,29.75,32.724,0,215,9.8,-5.43525198,36.26515626,0,-0.666986,-255,0,-255,0,0,0,0,0,0,0,0
3899,78,113,29.7591,32.6268,0,204,9.8,-5.43520882,36.26523019,0,-0.444522,-255,0,-255,0,0,0,0,0,0,0,0
3900,78,113,29.7683,33.0984,0,188,9.8,-5.43516523,36.26530546,0,0.00137316,-255,0,-255,0,0,0,0,0,0,0,0
3901,78,113,29.7774,32.6556,0,195,9.8,-5.43511938,36.26537855,0,-0.225627,-255,0,-255,0,0,0,0,0,0,0,0
3902,79,114,29.7864,32.1012,0,193,10,-5.43506959,36.26544904,0,-0.00393449,-255,0,-255,0,0,0,0,0,0,0,0
3903,77,114,29.7953,32.3604,0,188,9.8,-5.43502006,36.26551894,0,-0.227906,-255,0,-255,0,0,0,0,0,0,0,0
3904,77,114,29.8042,31.968,0,189,10,-5.43496968,36.26558759,0,0.226166,-255,0,-255,0,0,0,0,0,0,0,0
3905,77,114,29.8127,30.294,0,173,10,-5.43491746,36.26565138,0,0.226166,-255,0,-255,0,0,0,0,0,0,0,0
3906,76,113,29.8215,31.5864,0,176,10,-5.43486600,36.26571885,0,0.00418456,-255,0,-255,0,0,0,0,0,0,0,0
3907,75,113,29.8301,30.1788,0,192,10,-5.43481068,36.26578214,0,0.00418456,-255,0,-255,0,0,0,0,0,0,0,0
3908,75,113,29.8386,30.906,0,209,9.8,-5.43475301,36.26584349,0,-0.0104612,-255,0,-255,0,0,0,0,0,0,0,0
3909,73,113,29.8472,30.8556,0,209,9.6,-5.43469668,36.26590594,0,-0.243559,-255,0,-255,0,0,0,0,0,0,0,0
3910,73,114,29.8557,30.2364,0,206,9.6,-5.43464187,36.26596822,0,-0.243559,-255,0,-255,0,0,0,0,0,0,0,0
3911,72,114,29.8641,30.06,0,202,9.4,-5.43458730,36.26602957,0,-0.481921,-255,0,-255,0,0,0,0,0,0,0,0
3912,72,115,29.8726,30.3264,0,206,9.4,-5.43453131,36.26609143,0,-0.703614,-255,0,-255,0,0,0,0,0,0,0,0
3913,72,115,29.8811,30.4488,0,206,9.8,-5.43447624,36.26615387,0,-0.00959344,-255,0,-255,0,0,0,0,0,0,0,0
3914,72,116,29.8895,30.2868,0,210,10,-5.43442134,36.26621481,0,0.00382296,-255,0,-255,0,0,0,0,0,0,0,0
3915,72,116,29.8978,30.1608,0,208,10.2,-5.43436610,36.26627524,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
3916,72,116,29.9061,29.9268,0,210,10.2,-5.43431112,36.26633526,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
3917,72,115,29.9146,30.5676,0,208,10.2,-5.43425697,36.26639804,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
3918,72,115,29.923,29.7072,0,202,10.2,-5.43420282,36.26645914,0,0.477318,-255,0,-255,0,0,0,0,0,0,0,0
3919,70,114,29.9313,29.6136,0,202,10,-5.43415052,36.26652150,0,0.47122,-255,0,-255,0,0,0,0,0,0,0,0
3920,70,115,29.9397,29.3652,0,203,10,-5.43409956,36.26658445,0,0.47122,-255,0,-255,0,0,0,0,0,0,0,0
3921,69,115,29.9477,28.5156,0,212,10.6,-5.43405505,36.26664656,0,1.46234,-255,0,-255,0,0,0,0,0,0,0,0
3922,70,115,29.9558,29.7072,0,208,10.8,-5.43401213,36.26671161,0,1.70685,-255,0,-255,0,0,0,0,0,0,0,0
3923,71,115,29.9642,30.006,0,197,10.8,-5.43397232,36.26677925,0,1.2368,-255,0,-255,0,0,0,0,0,0,0,0
3924,71,115,29.9725,30.3876,0,193,10.4,-5.43393519,36.26684815,0,0.51758,-255,0,-255,0,0,0,0,0,0,0,0
3925,71,115,29.9809,30.4344,0,193,10.2,-5.43389965,36.26691797,0,0.0394069,-255,0,-255,0,0,0,0,0,0,0,0
3926,71,115,29.9893,30.7188,0,203,10.2,-5.43386545,36.26698812,0,0.0394069,-255,0,-255,0,0,0,0,0,0,0,0
3927,72,115,29.9978,30.5172,0,212,10.4,-5.43383310,36.26706021,0,0.274431,-255,0,-255,0,0,0,0,0,0,0,0
3928,72,115,30.0063,30.6036,0,219,10.2,-5.43380351,36.26713347,0,0.0404808,-255,0,-255,0,0,0,0,0,0,0,0
3929,73,115,30.015,30.7296,0,193,10,-5.43377216,36.26720773,0,0.0500808,-255,0,-255,0,0,0,0,0,0,0,0
3930,72,115,30.0239,31.0356,0,173,10,-5.43373997,36.26728308,0,0.0500808,-255,0,-255,0,0,0,0,0,0,0,0
3931,71,115,30.0324,30.7584,0,174,10,-5.43370862,36.26735559,0,-0.702676,-255,0,-255,0,0,0,0,0,0,0,0
3932,73,114,30.0406,30.0528,0,178,10,-5.43367811,36.26742558,0,-0.947184,-255,0,-255,0,0,0,0,0,0,0,0
3933,72,114,30.0486,29.1708,0,172,10,-5.43365062,36.26749414,0,-0.947184,-255,0,-255,0,0,0,0,0,0,0,0
3934,72,114,30.0569,30.0168,0,190,10,-5.43362162,36.26756522,0,-0.466883,-255,0,-255,0,0,0,0,0,0,0,0
3935,71,114,30.0653,30.8412,0,190,10,-5.43358876,36.26763605,0,-0.228522,-255,0,-255,0,0,0,0,0,0,0,0
3936,73,114,30.0735,30.1068,0,185,10.2,-5.43355733,36.26770553,0,0.0147657,-255,0,-255,0,0,0,0,0,0,0,0
3937,72,114,30.0819,30.2724,0,174,10,-5.43352799,36.26777703,0,-0.45951,-255,0,-255,0,0,0,0,0,0,0,0
3938,73,114,30.0905,30.2436,0,190,9.8,-5.43349799,36.26785029,0,-0.45919,-255,0,-255,0,0,0,0,0,0,0,0
3939,73,114,30.099,30.4776,0,191,9.8,-5.43346630,36.26792304,0,-0.229594,-255,0,-255,0,0,0,0,0,0,0,0
3940,73,114,30.1076,30.456,0,191,9.8,-5.43343638,36.26799680,0,-0.229594,-255,0,-255,0,0,0,0,0,0,0,0
3941,72,114,30.1162,30.6756,0,178,10,-5.43340612,36.26806981,0,0.00430267,-255,0,-255,0,0,0,0,0,0,0,0
3942,74,114,30.1246,30.7872,0,199,10,-5.43337570,36.26814139,0,0.00430267,-255,0,-255,0,0,0,0,0,0,0,0
3943,72,114,30.1331,30.5136,0,199,10.4,-5.43334586,36.26821431,0,0.473274,-255,0,-255,0,0,0,0,0,0,0,0
3944,73,114,30.1416,30.7944,0,196,10.6,-5.43331417,36.26828615,0,0.70971,-255,0,-255,0,0,0,0,0,0,0,0
3945,73,114,30.15,30.7044,0,179,10.4,-5.43328333,36.26835798,0,0.472782,-255,0,-255,0,0,0,0,0,0,0,0
3946,73,113,30.1585,30.8808,0,179,10.2,-5.43325491,36.26843149,0,-0.00472377,-255,0,-255,0,0,0,0,0,0,0,0
3947,74,113,30.167,30.9996,0,187,10,-5.43322482,36.26850416,0,-0.000765557,-255,0,-255,0,0,0,0,0,0,0,0
3948,73,113,30.1755,30.276,0,194,10,-5.43319523,36.26857624,0,0.232864,-255,0,-255,0,0,0,0,0,0,0,0
3949,73,114,30.184,30.51,0,184,10,-5.43316162,36.26864774,0,0.232864,-255,0,-255,0,0,0,0,0,0,0,0
3950,73,114,30.1926,30.7872,0,182,10,-5.43312759,36.26872083,0,0.232864,-255,0,-255,0,0,0,0,0,0,0,0
3951,74,114,30.2013,30.5172,0,192,10.2,-5.43309356,36.26879333,0,0.23122,-255,0,-255,0,0,0,0,0,0,0,0
3952,74,115,30.2101,31.5,0,195,10.2,-5.43305593,36.26886735,0,0.23122,-255,0,-255,0,0,0,0,0,0,0,0
3953,75,115,30.2189,31.3704,0,190,10.2,-5.43301645,36.26894010,0,-0.237752,-255,0,-255,0,0,0,0,0,0,0,0
3954,74,115,30.2276,31.32,0,188,10,-5.43297613,36.26901135,0,-0.704093,-255,0,-255,0,0,0,0,0,0,0,0
3955,73,115,30.236,29.5488,0,189,10.2,-5.43293891,36.26908008,0,-0.22679,-255,0,-255,0,0,0,0,0,0,0,0
3956,72,114,30.2443,30.3012,0,179,10.6,-5.43290011,36.26914797,0,0.488745,-255,0,-255,0,0,0,0,0,0,0,0
3957,74,114,30.2526,30.2436,0,182,10.6,-5.43286071,36.26921612,0,0.724039,-255,0,-255,0,0,0,0,0,0,0,0
3958,72,115,30.2609,30.0636,0,193,10.8,-5.43282132,36.26928401,0,0.964414,-255,0,-255,0,0,0,0,0,0,0,0
3959,71,114,30.2693,30.1104,0,186,10.6,-5.43278150,36.26935224,0,0.725441,-255,0,-255,0,0,0,0,0,0,0,0
3960,72,115,30.2778,30.114,0,185,10.6,-5.43273859,36.26941980,0,0.725441,-255,0,-255,0,0,0,0,0,0,0,0
3961,71,115,30.2859,29.0592,0,180,10.6,-5.43269743,36.26948576,0,0.493189,-255,0,-255,0,0,0,0,0,0,0,0
3962,71,115,30.2942,29.4012,0,201,10.8,-5.43265971,36.26955399,0,0.734471,-255,0,-255,0,0,0,0,0,0,0,0
3963,71,115,30.3025,28.6596,0,198,10.8,-5.43262208,36.26962205,0,0.734471,-255,0,-255,0,0,0,0,0,0,0,0
3964,69,114,30.3106,28.5588,0,201,11,-5.43258637,36.26968894,0,1.2116,-255,0,-255,0,0,0,0,0,0,0,0
3965,68,115,30.3184,27.972,0,205,11,-5.43254999,36.26975315,0,0.971224,-255,0,-255,0,0,0,0,0,0,0,0
3966,68,115,30.3259,27.7416,0,192,11.2,-5.43251588,36.26981475,0,0.756921,-255,0,-255,0,0,0,0,0,0,0,0
3967,66,115,30.3334,27.4968,0,186,11.4,-5.43248545,36.26987720,0,1.02541,-255,0,-255,0,0,0,0,0,0,0,0
3968,66,116,30.3409,27.0288,0,190,11.4,-5.43245872,36.26994098,0,0.78503,-255,0,-255,0,0,0,0,0,0,0,0
3969,67,116,30.3482,27.1152,0,197,11.4,-5.43243550,36.27000486,0,1.024,-255,0,-255,0,0,0,0,0,0,0,0
3970,66,116,30.3559,27.9324,0,200,11.2,-5.43241211,36.27007158,0,0.763973,-255,0,-255,0,0,0,0,0,0,0,0
3971,67,117,30.3638,28.0332,0,210,11.2,-5.43239208,36.27014064,0,0.763973,-255,0,-255,0,0,0,0,0,0,0,0
3972,67,117,30.3716,28.2312,0,202,11.4,-5.43237381,36.27020921,0,0.779719,-255,0,-255,0,0,0,0,0,0,0,0
3973,67,116,30.3797,28.836,0,190,11.6,-5.43235738,36.27028070,0,1.02754,-255,0,-255,0,0,0,0,0,0,0,0
3974,68,115,30.3878,28.7856,0,184,11.6,-5.43234397,36.27035363,0,0.780319,-255,0,-255,0,0,0,0,0,0,0,0
3975,68,115,30.3959,28.6776,0,182,11.6,-5.43233072,36.27042563,0,0.780319,-255,0,-255,0,0,0,0,0,0,0,0
3976,69,115,30.4041,28.998,0,179,11.4,-5.43231949,36.27049930,0,0.270535,-255,0,-255,0,0,0,0,0,0,0,0
3977,70,115,30.4122,29.2212,0,186,11.4,-5.43230650,36.27057130,0,0.00205046,-255,0,-255,0,0,0,0,0,0,0,0
3978,70,115,30.4204,29.8152,0,191,11.6,-5.43229192,36.27064381,0,0.247145,-255,0,-255,0,0,0,0,0,0,0,0
3979,70,115,30.4286,29.7684,0,192,11.4,-5.43227850,36.27071690,0,0.00327622,-255,0,-255,0,0,0,0,0,0,0,0
3980,71,116,30.4369,30.1968,0,196,11.4,-5.43226308,36.27079083,0,0.263306,-255,0,-255,0,0,0,0,0,0,0,0
3981,70,115,30.4453,30.1788,0,197,11.2,-5.43224799,36.27086526,0,0.0241102,-255,0,-255,0,0,0,0,0,0,0,0
3982,72,115,30.4537,30.3696,0,199,11.6,-5.43223534,36.27094028,0,0.242698,-255,0,-255,0,0,0,0,0,0,0,0
3983,72,115,30.4622,30.5064,0,190,11.8,-5.43222209,36.27101664,0,0.228826,-255,0,-255,0,0,0,0,0,0,0,0
3984,73,114,30.4709,30.9888,0,190,12,-5.43220650,36.27109383,0,0.459248,-255,0,-255,0,0,0,0,0,0,0,0
3985,73,114,30.4795,30.4884,0,191,11.6,-5.43219024,36.27117061,0,-0.00368061,-255,0,-255,0,0,0,0,0,0,0,0
3986,73,113,30.4881,30.492,0,193,11.4,-5.43217725,36.27124714,0,0.00572479,-255,0,-255,0,0,0,0,0,0,0,0
3987,72,114,30.4968,30.6504,0,190,11.4,-5.43216485,36.27132425,0,0.00572479,-255,0,-255,0,0,0,0,0,0,0,0
3988,73,114,30.5051,30.4848,0,187,11.4,-5.43215009,36.27139877,0,-0.239369,-255,0,-255,0,0,0,0,0,0,0,0
3989,73,115,30.5134,30.258,0,180,11.4,-5.43213040,36.27147186,0,0.00449903,-255,0,-255,0,0,0,0,0,0,0,0
3990,73,115,30.5217,30.744,0,180,11.6,-5.43211296,36.27154545,0,0.24465,-255,0,-255,0,0,0,0,0,0,0,0
3991,73,115,30.5302,30.5352,0,178,12,-5.43209368,36.27162005,0,0.957153,-255,0,-255,0,0,0,0,0,0,0,0
3992,73,114,30.5386,30.5532,0,183,11.8,-5.43207348,36.27169423,0,0.24428,-255,0,-255,0,0,0,0,0,0,0,0
3993,73,114,30.5472,30.6684,0,193,11.4,-5.43204918,36.27176883,0,-0.45693,-255,0,-255,0,0,0,0,0,0,0,0
3994,73,113,30.5557,30.4776,0,191,11.4,-5.43202210,36.27184234,0,-0.687353,-255,0,-255,0,0,0,0,0,0,0,0
3995,73,113,30.5643,30.4848,0,195,11.4,-5.43199293,36.27191601,0,-0.224424,-255,0,-255,0,0,0,0,0,0,0,0
3996,72,113,30.5728,30.1968,0,200,11.6,-5.43196913,36.27198994,0,0.244778,-255,0,-255,0,0,0,0,0,0,0,0
3997,72,113,30.5813,30.312,0,202,11.8,-5.43194256,36.27206387,0,0.478995,-255,0,-255,0,0,0,0,0,0,0,0
3998,72,114,30.5898,30.1248,0,188,12,-5.43191490,36.27213755,0,0.713159,-255,0,-255,0,0,0,0,0,0,0,0
3999,72,115,30.598,29.4732,0,195,12,-5.43188606,36.27220770,0,0.713159,-255,0,-255,0,0,0,0,0,0,0,0
4000,72,115,30.606,29.0592,0,195,12,-5.43185488,36.27227467,0,0.473008,-255,0,-255,0,0,0,0,0,0,0,0
4001,71,115,30.6142,29.8512,0,203,12,-5.43182454,36.27234441,0,-0.000298617,-255,0,-255,0,0,0,0,0,0,0,0
4002,71,114,30.6224,29.5488,0,190,12,-5.43179537,36.27241490,0,0.236958,-255,0,-255,0,0,0,0,0,0,0,0
4003,70,114,30.6307,29.6316,0,184,12,-5.43176377,36.27248456,0,0.704218,-255,0,-255,0,0,0,0,0,0,0,0
4004,70,114,30.6389,29.6388,0,181,12,-5.43172957,36.27255337,0,0.704218,-255,0,-255,0,0,0,0,0,0,0,0
4005,70,114,30.6471,29.5416,0,179,12,-5.43169714,36.27262269,0,0.704218,-255,0,-255,0,0,0,0,0,0,0,0
4006,71,114,30.6553,29.1456,0,181,12,-5.43166721,36.27269193,0,0.468381,-255,0,-255,0,0,0,0,0,0,0,0
4007,70,115,30.6635,29.4624,0,170,12,-5.43163553,36.27276175,0,0.234164,-255,0,-255,0,0,0,0,0,0,0,0
4008,70,115,30.6717,29.2356,0,187,12,-5.43160468,36.27283098,0,1.12799e-14,-255,0,-255,0,0,0,0,0,0,0,0
4009,70,116,30.6799,29.358,0,205,12.2,-5.43157375,36.27290063,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
4010,71,116,30.6881,29.4624,0,213,12.2,-5.43154249,36.27297054,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
4011,69,116,30.6963,29.2032,0,206,12.2,-5.43151206,36.27303952,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
4012,70,116,30.7044,29.2176,0,203,12.2,-5.43148164,36.27310842,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
4013,69,115,30.7124,29.0844,0,200,12.2,-5.43145079,36.27317648,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
4014,69,114,30.7205,28.9512,0,186,12.2,-5.43142129,36.27324530,0,0.243635,-255,0,-255,0,0,0,0,0,0,0,0
4015,70,115,30.7286,28.9476,0,190,12.4,-5.43139036,36.27331336,0,0.492058,-255,0,-255,0,0,0,0,0,0,0,0
4016,68,115,30.7366,29.1096,0,206,12.4,-5.43136085,36.27338201,0,0.492058,-255,0,-255,0,0,0,0,0,0,0,0
4017,70,115,30.7447,28.9692,0,221,12.6,-5.43133127,36.27345057,0,0.740181,-255,0,-255,0,0,0,0,0,0,0,0
4018,70,116,30.7529,28.8,0,206,12.6,-5.43130101,36.27352014,0,0.740181,-255,0,-255,0,0,0,0,0,0,0,0
4019,70,116,30.7611,29.358,0,194,12.6,-5.43127150,36.27358979,0,0.496546,-255,0,-255,0,0,0,0,0,0,0,0
